LAESTAB,URN,LA,LA_Name,Region,School_name,School_type,Male_1_Alevel_2019,Male_count_2019,Male_1_Alevel%_2019,Female_1_Alevel_2019,Female_count_2019,Female_1_Alevel%_2019,All_1_Alevel_2019,All_count_2019,All_1_Alevel%_2019,Male_1_Alevel_2018,Male_count_2018,Male_1_Alevel%_2018,Female_1_Alevel_2018,Female_count_2018,Female_1_Alevel%_2018,All_1_Alevel_2018,All_count_2018,All_1_Alevel%_2018,Male_1_Alevel_2017,Male_count_2017,Male_1_Alevel%_2017,Female_1_Alevel_2017,Female_count_2017,Female_1_Alevel%_2017,All_1_Alevel_2017,All_count_2017,All_1_Alevel%_2017,Male_1_Alevel_2016,Male_count_2016,Male_1_Alevel%_2016,Female_1_Alevel_2016,Female_count_2016,Female_1_Alevel%_2016,All_1_Alevel_2016,All_count_2016,All_1_Alevel%_2016,engagement_all,engaged pre either
8454063,138474,845,East Sussex,South East,Ratton School,Academy Converter,23,119,19.32773109,19,122,15.57377049,42,241,17.42738589,22,111,19.81981982,13,131,9.923664122,35,242,14.46280992,16,116,13.79310345,11,128,8.59375,27,244,11.06557377,16,114,14.03508772,11,132,8.333333333,27,246,10.97560976,1,0
8014801,109331,801,"Bristol, City of",South West,St Bernadette Catholic Secondary School,Voluntary Aided School,6,60,10,9,76,11.84210526,15,136,11.02941176,13,72,18.05555556,8,76,10.52631579,21,148,14.18918919,9,66,13.63636364,14,82,17.07317073,23,148,15.54054054,5,67,7.462686567,12,82,14.63414634,17,149,11.40939597,1,0
8864249,136581,886,Kent,South East,Valley Park School,Academy Converter,16,106,15.09433962,12,101,11.88118812,28,207,13.52657005,7,85,8.235294118,8,125,6.4,15,210,7.142857143,11,109,10.09174312,4,101,3.96039604,15,210,7.142857143,9,96,9.375,6,105,5.714285714,15,201,7.462686567,1,0
9384012,142089,938,West Sussex,South East,The Burgess Hill Academy,Academy Sponsor Led,8,73,10.95890411,14,74,18.91891892,22,147,14.96598639,20,94,21.27659574,8,73,10.95890411,28,167,16.76646707,17,113,15.04424779,12,94,12.76595745,29,207,14.00966184,11,89,12.35955056,10,102,9.803921569,21,191,10.9947644,1,0
8304192,112958,830,Derbyshire,East Midlands,Whittington Green School,Community School,7,47,14.89361702,2,34,5.882352941,9,81,11.11111111,9,63,14.28571429,4,45,8.888888889,13,108,12.03703704,2,60,3.333333333,1,44,2.272727273,3,104,2.884615385,2,61,3.278688525,1,39,2.564102564,3,100,3,1,0
3824040,136674,382,Kirklees,Yorkshire and the Humber,The Mirfield Free Grammar and Sixth Form,Academy Converter,19,101,18.81188119,22,116,18.96551724,41,217,18.89400922,26,120,21.66666667,19,118,16.10169492,45,238,18.90756303,16,100,16,19,114,16.66666667,35,214,16.35514019,19,114,16.66666667,6,104,5.769230769,25,218,11.46788991,1,0
8524275,137037,852,Southampton,South East,Upper Shirley High School,Academy Converter,15,81,18.51851852,9,64,14.0625,24,145,16.55172414,13,82,15.85365854,6,70,8.571428571,19,152,12.5,19,91,20.87912088,12,58,20.68965517,31,149,20.80536913,16,91,17.58241758,6,54,11.11111111,22,145,15.17241379,1,0
8816909,135897,881,Essex,East of England,The Basildon Upper Academy,Academy Sponsor Led,1,72,1.388888889,10,76,13.15789474,11,148,7.432432432,9,110,8.181818182,2,114,1.754385965,11,224,4.910714286,5,158,3.164556962,7,140,5,12,298,4.026845638,5,125,4,5,140,3.571428571,10,265,3.773584906,1,0
9374240,137172,937,Warwickshire,West Midlands,Alcester Academy,Academy Converter,6,58,10.34482759,4,49,8.163265306,10,107,9.345794393,16,73,21.91780822,10,56,17.85714286,26,129,20.15503876,10,70,14.28571429,8,72,11.11111111,18,142,12.67605634,8,69,11.5942029,5,70,7.142857143,13,139,9.352517986,1,0
8554045,139624,855,Leicestershire,East Midlands,Beauchamp College,Academy Converter,115,319,36.05015674,84,261,32.18390805,199,580,34.31034483,90,280,32.14285714,89,260,34.23076923,179,540,33.14814815,103,269,38.28996283,93,265,35.09433962,196,534,36.70411985,87,287,30.31358885,70,243,28.80658436,157,530,29.62264151,1,0
8375400,137452,837,Bournemouth,South West,Bournemouth School,Academy Converter,105,148,70.94594595,0,0,-,105,148,70.94594595,107,149,71.81208054,0,0,-,107,149,71.81208054,105,149,70.46979866,0,0,-,105,149,70.46979866,93,151,61.58940397,0,0,-,93,151,61.58940397,1,0
3946906,135818,394,Sunderland,North East,Castle View Enterprise Academy,Academy Sponsor Led,5,65,7.692307692,7,75,9.333333333,12,140,8.571428571,2,82,2.43902439,3,75,4,5,157,3.184713376,5,66,7.575757576,1,78,1.282051282,6,144,4.166666667,2,76,2.631578947,2,63,3.174603175,4,139,2.877697842,1,0
8254079,137091,825,Buckinghamshire,South East,Chesham Grammar School,Academy Converter,46,78,58.97435897,49,97,50.51546392,95,175,54.28571429,50,95,52.63157895,43,93,46.23655914,93,188,49.46808511,41,67,61.19402985,42,114,36.84210526,83,181,45.85635359,50,95,52.63157895,26,90,28.88888889,76,185,41.08108108,1,0
9194141,137002,919,Hertfordshire,East of England,Freman College,Academy Converter,27,112,24.10714286,13,95,13.68421053,40,207,19.3236715,24,107,22.42990654,18,104,17.30769231,42,211,19.90521327,26,119,21.8487395,21,104,20.19230769,47,223,21.07623318,11,114,9.649122807,18,99,18.18181818,29,213,13.61502347,1,0
8404176,114305,840,Durham,North East,"Greenfield Community College, A Specialist Arts and Science School",Foundation School,6,104,5.769230769,5,108,4.62962963,11,212,5.188679245,8,110,7.272727273,9,92,9.782608696,17,202,8.415841584,5,119,4.201680672,8,120,6.666666667,13,239,5.439330544,9,63,14.28571429,6,78,7.692307692,15,141,10.63829787,1,0
3306905,135907,330,Birmingham,West Midlands,Heartlands Academy,Academy Sponsor Led,17,76,22.36842105,8,73,10.95890411,25,149,16.77852349,14,96,14.58333333,18,54,33.33333333,32,150,21.33333333,11,85,12.94117647,4,57,7.01754386,15,142,10.56338028,13,69,18.84057971,2,58,3.448275862,15,127,11.81102362,1,0
